,Growth,Hour,Day
0,0.5212121212121211,00,Sunday
1,0.2545454545454546,01,Sunday
2,0.3878787878787879,02,Sunday
3,0.4787878787878788,03,Sunday
4,0.5575757575757575,04,Sunday
5,0.6121212121212122,05,Sunday
6,0.6121212121212122,06,Sunday
7,0.5323232323232324,07,Sunday
8,0.6181818181818182,08,Sunday
9,0.6536363636363636,09,Sunday
10,0.8606060606060605,10,Sunday
11,0.8748917748917749,11,Sunday
12,0.6126929674099486,12,Sunday
13,0.5239057239057239,13,Sunday
14,0.4696969696969697,14,Sunday
15,0.45771103896103893,15,Sunday
16,0.2090909090909091,16,Sunday
17,0.28939393939393937,17,Sunday
18,0.5212121212121211,18,Sunday
19,0.49265536723163844,19,Sunday
20,0.522387136672851,20,Sunday
21,0.40582948125321,21,Sunday
22,0.46947250280583613,22,Sunday
23,0.7757575757575758,23,Sunday
0,0.6121212121212122,00,Monday
1,0.8606060606060605,01,Monday
2,0.6666666666666666,02,Monday
3,0.7696969696969697,03,Monday
4,0.6060606060606061,04,Monday
5,0.8545454545454545,05,Monday
6,0.7999999999999999,06,Monday
7,0.9575757575757575,07,Monday
8,0.8606060606060607,08,Monday
9,0.5871794871794872,09,Monday
10,1.0449122807017546,10,Monday
11,0.9416666666666665,11,Monday
12,0.6965207631874298,12,Monday
13,0.7333333333333334,13,Monday
14,0.6848484848484849,14,Monday
15,0.6909090909090909,15,Monday
16,0.6121212121212122,16,Monday
17,0.43030303030303035,17,Monday
18,0.42424242424242425,18,Monday
19,0.6787878787878787,19,Monday
20,0.4402020202020202,20,Monday
21,0.5461447357673773,21,Monday
22,0.5454545454545454,22,Monday
23,0.5636363636363637,23,Monday
0,0.6727272727272727,00,Tuesday
1,0.6454545454545455,01,Tuesday
2,0.7181818181818183,02,Tuesday
3,0.8,03,Tuesday
4,0.8545454545454545,04,Tuesday
5,1.2363636363636363,05,Tuesday
6,0.8992207792207791,06,Tuesday
7,1.0181818181818183,07,Tuesday
8,0.8606060606060607,08,Tuesday
9,0.9974481658692185,09,Tuesday
10,1.0905020786696515,10,Tuesday
11,0.9545454545454546,11,Tuesday
12,1.0363636363636364,12,Tuesday
13,1.0211549456832476,13,Tuesday
14,0.6363636363636364,14,Tuesday
15,0.5166666666666666,15,Tuesday
16,0.5393939393939394,16,Tuesday
17,0.45636363636363636,17,Tuesday
18,0.39393939393939387,18,Tuesday
19,0.49393939393939396,19,Tuesday
20,0.275,20,Tuesday
21,0.39767441860465114,21,Tuesday
22,0.6277349768875193,22,Tuesday
23,0.5757575757575758,23,Tuesday
0,0.5515151515151514,00,Wednesday
1,0.7271645021645021,01,Wednesday
2,0.43636363636363634,02,Wednesday
3,0.4909090909090909,03,Wednesday
4,0.8121212121212121,04,Wednesday
5,0.8484848484848485,05,Wednesday
6,0.8545454545454545,06,Wednesday
7,0.9272727272727272,07,Wednesday
8,0.9333333333333332,08,Wednesday
9,0.8819964349376114,09,Wednesday
10,0.9555991117556422,10,Wednesday
11,0.9518356643356642,11,Wednesday
12,0.9282131661442006,12,Wednesday
13,0.7227272727272727,13,Wednesday
14,0.7181818181818183,14,Wednesday
15,0.6731818181818182,15,Wednesday
16,0.5652972027972027,16,Wednesday
17,0.4818181818181818,17,Wednesday
18,0.42954545454545456,18,Wednesday
19,0.49936575052854126,19,Wednesday
20,0.45795454545454545,20,Wednesday
21,0.3671717171717172,21,Wednesday
22,0.5948452781786115,22,Wednesday
23,0.8099257189587025,23,Wednesday
0,0.6748316498316498,00,Thursday
1,0.7543831168831169,01,Thursday
2,0.6759433962264151,02,Thursday
3,0.9006163328197226,03,Thursday
4,0.5696969696969697,04,Thursday
5,0.864448051948052,05,Thursday
6,0.9863636363636362,06,Thursday
7,0.9818181818181817,07,Thursday
8,0.885,08,Thursday
9,0.9508926537122026,09,Thursday
10,0.7045678459471563,10,Thursday
11,0.7864493996569469,11,Thursday
12,0.6227272727272728,12,Thursday
13,0.7148538961038962,13,Thursday
14,0.47077922077922074,14,Thursday
15,0.5393939393939394,15,Thursday
16,0.5151515151515152,16,Thursday
17,0.37185820468839337,17,Thursday
18,0.27669251498652586,18,Thursday
19,0.5954545454545455,19,Thursday
20,0.4707070707070707,20,Thursday
21,0.36920035938903867,21,Thursday
22,0.543560606060606,22,Thursday
23,0.41818181818181815,23,Thursday
0,0.4636363636363636,00,Friday
1,0.6181818181818182,01,Friday
2,0.5727272727272728,02,Friday
3,0.5818181818181818,03,Friday
4,0.5454545454545454,04,Friday
5,0.8181818181818181,05,Friday
6,0.8,06,Friday
7,0.8161084529505582,07,Friday
8,0.9986824769433466,08,Friday
9,1.06991341991342,09,Friday
10,0.6584969188742774,10,Friday
11,0.7575757575757575,11,Friday
12,0.6666666666666666,12,Friday
13,0.5272727272727272,13,Friday
14,0.5575757575757576,14,Friday
15,0.5272727272727272,15,Friday
16,0.3696969696969697,16,Friday
17,0.30303030303030304,17,Friday
18,0.3784511784511784,18,Friday
19,0.3079004329004329,19,Friday
20,0.3272727272727272,20,Friday
21,0.1386363636363636,21,Friday
22,0.3466666666666667,22,Friday
23,0.19385026737967914,23,Friday
0,0.2818181818181818,00,Saturday
1,0.2909090909090909,01,Saturday
2,0.34545454545454546,02,Saturday
3,0.42727272727272725,03,Saturday
4,0.41818181818181815,04,Saturday
5,0.4181818181818182,05,Saturday
6,0.5181818181818182,06,Saturday
7,0.8636363636363636,07,Saturday
8,0.49090909090909085,08,Saturday
9,0.831060606060606,09,Saturday
10,0.8487012987012986,10,Saturday
11,0.6,11,Saturday
